"population","households","households.scaled","population.scaled"
735,438,0.0720157842814863,0.0205986211535228
1061,407,0.0669187767181848,0.02973488033182
1959,720,0.118382111147649,0.0549016310744913
1162,400,0.0657678395264716,0.0325654391569979
701,233,0.0383097665241697,0.0196457597668292
576,220,0.0361723117395594,0.0161425929039852
622,259,0.0425846760933903,0.0174317583095118
728,244,0.0401183821111476,0.0204024438092035
1074,304,0.0499835580401184,0.0300992096855557
94,57,0.0093719171325222,0.0026343814808587
554,187,0.0307464649786255,0.0155260355361247
86,23,0.00378165077277211,0.00241017880163668
377,122,0.0200591910555738,0.0105655512583375
521,159,0.0261427162117724,0.0146011994843338
392,133,0.0218678066425518,0.0109859312818788
604,187,0.0307464649786255,0.0169273022812623
788,332,0.0545873068069714,0.0220839639033686
492,147,0.0241696810259783,0.013788464772154
274,82,0.0134824071029267,0.00767894176335407
1823,611,0.100460374876685,0.0510901855277171
392,127,0.0208812890496547,0.0109859312818788
582,277,0.0455442288720816,0.0163107449134017
560,152,0.0249917790200592,0.0156941875455412
18,7,0.00115093719171325,0.000504456028249538
290,133,0.0218678066425518,0.0081273471217981
762,439,0.0721802038803025,0.0213553051958971
1236,509,0.0836895757974351,0.0346393139398016
721,207,0.034034856954949,0.0202062664648843
1054,325,0.0534363696152581,0.0295387029875007
344,155,0.0254850378165077,0.00964071520654672
609,289,0.0475172640578757,0.017067428955776
183,56,0.00920749753370602,0.00512863628720363
200,87,0.0143045050970076,0.00560506698055042
346,155,0.0254850378165077,0.00969676587635222
467,169,0.0277869121999342,0.0130878313995852
377,115,0.0189082538638606,0.0105655512583375
582,380,0.062479447550148,0.0163107449134017
546,330,0.054258467609339,0.0153018328569026
125,39,0.00641236435383098,0.00350316686284401
396,85,0.0139756658993752,0.0110980326214898
800,362,0.0595198947714568,0.0224202679222017
904,88,0.0144689246958237,0.0253349027520879
191,34,0.00559026635975008,0.00535283896642565
718,302,0.049654718842486,0.020122190460176
1327,467,0.0767839526471555,0.037189619415952
3469,2323,0.381946728049984,0.097219886777647
2048,1180,0.194015126603091,0.0573958858808363
202,91,0.0149621834922723,0.00566111765035592
2024,1250,0.205524498520224,0.0567232778431702
1838,980,0.161131206839855,0.0515105655512583
2304,1250,0.205524498520224,0.0645703716159408
2563,1497,0.24613613942782,0.0718289333557536
389,228,0.0374876685300888,0.0109018552771706
895,613,0.100789214074318,0.0250826747379631
2689,1789,0.294146662282144,0.0753601255535004
674,244,0.0401183821111476,0.0188890757244549
709,456,0.0749753370601776,0.0198699624460512
686,422,0.0693850707004275,0.0192253797432879
1444,718,0.118053271950016,0.040468583599574
1520,802,0.131864518250575,0.0425985090521832
550,253,0.0415981585004933,0.0154139341965136
1806,1022,0.168036829990135,0.0506137548343703
1749,1217,0.20009865175929,0.0490163107449134
939,519,0.0853337717855968,0.0263157894736842
675,422,0.0693850707004275,0.0189171010593577
534,291,0.0478461032555081,0.0149655288380696
2558,1661,0.273100953633673,0.0716888066812398
1786,1037,0.170503123972378,0.0500532481363152
970,373,0.0613285103584347,0.0271845748556695
1098,485,0.0797435054258468,0.0307718177232218
794,376,0.0618217691548833,0.0222521159127852
98,47,0.00772772114436041,0.0027464828204697
1061,403,0.0662610983229201,0.02973488033182
1177,555,0.0912528773429793,0.0329858191805392
901,367,0.0603419927655377,0.0252508267473796
2031,956,0.157185136468267,0.0569194551874895
1031,479,0.0787569878329497,0.0288941202847374
1358,597,0.0981585004932588,0.0380584047979373
1616,654,0.107530417625781,0.0452889412028474
844,343,0.0563959223939494,0.0236533826579228
1140,496,0.0815521210128247,0.0319488817891374
533,194,0.0318974021703387,0.0149375035031669
1072,443,0.0728378822755672,0.0300431590157502
1627,766,0.125945412693193,0.0455972198867776
463,190,0.031239723775074,0.0129757300599742
542,211,0.0346925353502137,0.0151897315172916
661,269,0.0442288720815521,0.0185247463707191
635,263,0.0432423544886551,0.0177960876632476
420,176,0.0289378493916475,0.0117706406591559
1265,500,0.0822097994080895,0.0354520486519814
126,52,0.0085498191384413,0.00353119219774676
813,350,0.0575468595856626,0.0227845972759374
1067,426,0.0700427490956922,0.0299030323412365
1260,552,0.0907596185465308,0.0353119219774676
951,487,0.0800723446234791,0.0266520934925172
510,224,0.0368299901348241,0.0142929208004036
765,308,0.0506412364353831,0.0214393812006053
1129,460,0.0756330154554423,0.0316406031052071
1073,441,0.0725090430779349,0.030071184350653
1185,515,0.0846760933903321,0.0332100218597612
756,340,0.0559026635975008,0.0211871531864806
1034,521,0.0856626109832292,0.0289781962894457
787,459,0.0754685958566261,0.0220559385684659
612,213,0.0350213745478461,0.0171515049604843
1021,380,0.062479447550148,0.0286138669357099
861,258,0.0424202564945742,0.0241298133512695
953,327,0.0537652088128905,0.0267081441623227
634,256,0.0420914172969418,0.0177680623283448
878,352,0.057875698783295,0.0246062440446163
918,483,0.0794146662282144,0.0257272574407264
360,175,0.0287734297928313,0.0100891205649908
1197,488,0.0802367642222953,0.0335463258785942
1048,518,0.0851693521867807,0.0293705509780842
1373,747,0.122821440315686,0.0384787848214786
1715,1015,0.166885892798422,0.0480634493582198
1359,722,0.118710950345281,0.0380864301328401
1062,413,0.0679052943110819,0.0297629056667227
1335,773,0.127096349884906,0.037413822095174
1171,429,0.0705360078921407,0.0328176671711227
1475,460,0.0756330154554423,0.0413373689815593
742,196,0.0322262413679711,0.020794798497842
1086,363,0.0596843143702729,0.0304355137043888
1645,543,0.0892798421571851,0.0461016759150272
1710,644,0.105886221637619,0.0479233226837061
731,228,0.0374876685300888,0.0204865198139118
1118,347,0.0570536007892141,0.0313323244212768
1006,335,0.0550805656034199,0.0281934869121686
1213,554,0.0910884577441631,0.0339947312370383
772,257,0.042255836895758,0.0216355585449246
1321,401,0.0659322591252877,0.0370214674065355
1487,677,0.111312068398553,0.0416736730003924
488,186,0.0305820453798093,0.013676363432543
949,392,0.0644524827359421,0.0265960428227117
1149,415,0.0682341335087142,0.0322011098032621
844,280,0.0460374876685301,0.0236533826579228
4367,1231,0.202400526142716,0.122386637520318
1659,412,0.0677408747122657,0.0464940306036657
1011,263,0.0432423544886551,0.0283336135866824
1464,389,0.0639592239394936,0.0410290902976291
1237,303,0.0498191384413022,0.0346673392747043
647,168,0.0276224926011181,0.0181323916820806
1284,357,0.0586977967773759,0.0359845300151337
228,55,0.00904307793488984,0.00638977635782748
381,123,0.02022361065439,0.0106776525979485
846,227,0.0373232489312726,0.0237094333277283
1659,676,0.111147648799737,0.0464940306036657
520,138,0.0226899046366327,0.0145731741494311
866,259,0.0425846760933903,0.0242699400257833
612,183,0.0300887865833607,0.0171515049604843
415,126,0.0207168694508385,0.0116305139846421
994,213,0.0350213745478461,0.0278571828933356
1525,477,0.0784281486353173,0.0427386357266969
1506,438,0.0720157842814863,0.0422061543635446
1008,255,0.0419269976981256,0.0282495375819741
2813,751,0.12347911871095,0.0788352670814416
1481,343,0.0563959223939494,0.0415055209909758
859,219,0.0360078921407432,0.024073762681464
1608,523,0.0859914501808616,0.0450647385236254
425,140,0.023018743834265,0.0119107673336696
564,184,0.0302532061821769,0.0158062888851522
961,272,0.0447221308780007,0.0269323468415448
2273,685,0.112627425189083,0.0637015862339555
600,195,0.0320618217691549,0.0168152009416513
1647,527,0.0866491285761263,0.0461577265848327
1201,424,0.0697139098980599,0.0336584272182053
2167,659,0.108352515619862,0.0607309007342638
939,340,0.0559026635975008,0.0263157894736842
859,292,0.0480105228543242,0.024073762681464
1517,516,0.0848405129891483,0.0425144330474749
1143,386,0.063465965143045,0.0320329577938456
1109,464,0.076290693850707,0.0310800964071521
1221,446,0.0733311410720158,0.0342189339162603
1115,455,0.0748109174613614,0.0312482484165686
706,268,0.0440644524827359,0.019785886441343
1883,706,0.116080236764222,0.0527717056218822
804,340,0.0559026635975008,0.0225323692618127
506,252,0.0414337389016771,0.0141808194607926
610,238,0.0391318645182506,0.0170954542906788
768,332,0.0545873068069714,0.0215234572053136
462,184,0.0302532061821769,0.0129477047250715
667,235,0.038638605721802,0.0186928983801356
1059,399,0.0656034199276554,0.0296788296620145
637,277,0.0455442288720816,0.0178521383330531
1106,454,0.0746464978625452,0.0309960204024438
1737,669,0.109996711608024,0.0486800067260804
1009,390,0.0641236435383098,0.0282775629168769
737,210,0.0345281157513976,0.0206546718233283
1354,491,0.0807300230187438,0.0379463034583263
1530,474,0.0779348898388688,0.0428787624012107
1410,480,0.0789214074317659,0.0395157222128804
1390,569,0.0935547517264058,0.0389552155148254
1065,269,0.0442288720815521,0.029846981671431
792,245,0.0402828017099638,0.0221960652429797
779,245,0.0402828017099638,0.0218317358892439
2269,610,0.100295955277869,0.0635894848943445
1227,407,0.0669187767181848,0.0343870859256768
753,241,0.0396251233146991,0.0211030771817723
547,135,0.0221966458401841,0.0153298581918054
1807,440,0.0723446234791187,0.050641780169273
1700,495,0.0813877014140086,0.0476430693346786
1543,393,0.0646169023347583,0.0432430917549465
1085,300,0.0493258796448537,0.030407488369486
353,137,0.0225254850378165,0.00989294322067149
473,149,0.0244985202236107,0.0132559834090017
1621,483,0.0794146662282144,0.0454290678773611
1183,354,0.0582045379809273,0.0331539711899557
836,277,0.0455442288720816,0.0234291799787007
900,263,0.0432423544886551,0.0252228014124769
1888,537,0.0882933245642881,0.0529118322963959
1024,341,0.056067083196317,0.0286979429404181
1225,423,0.0695494902992437,0.0343310352558713
1071,376,0.0618217691548833,0.0300151336808475
1128,378,0.0621506083525156,0.0316125777703044
1537,484,0.0795790858270306,0.04307493974553
1240,393,0.0646169023347583,0.0347514152794126
469,168,0.0276224926011181,0.0131438820693907
1086,425,0.069878329496876,0.0304355137043888
1144,417,0.0685629727063466,0.0320609831287484
1109,375,0.0616573495560671,0.0310800964071521
984,369,0.06067083196317,0.0275769295443081
575,47,0.00772772114436041,0.0161145675690825
496,209,0.0343636961525814,0.013900566111765
555,190,0.031239723775074,0.0155540608710274
869,327,0.0537652088128905,0.0243540160304916
236,106,0.017428477474515,0.00661397903704949
626,214,0.0351857941466623,0.0175438596491228
922,329,0.0540940480105229,0.0258393587803374
582,256,0.0420914172969418,0.0163107449134017
546,201,0.033048339362052,0.0153018328569026
620,266,0.0437356132851036,0.0173757076397063
442,195,0.0320618217691549,0.0123871980270164
955,328,0.0539296284117067,0.0267641948321282
916,324,0.053271950016442,0.0256712067709209
4985,1967,0.323413350871424,0.139706294490219
651,267,0.0439000328839198,0.0182444930216916
1704,703,0.115586977967774,0.0477551706742896
1085,407,0.0669187767181848,0.030407488369486
713,284,0.0466951660637948,0.0199820637856622
468,181,0.0297599473857284,0.013115856734488
296,121,0.0198947714567576,0.00829549913121462
570,218,0.035843472541927,0.0159744408945687
446,180,0.0295955277869122,0.0124992993666274
968,384,0.0631371259454127,0.027128524185864
857,316,0.0519565932259125,0.0240177120116585
912,322,0.0529431108188096,0.0255591054313099
1360,452,0.0743176586649129,0.0381144554677428
1074,355,0.0583689575797435,0.0300992096855557
965,382,0.0628082867477803,0.0270444481811558
933,320,0.0526142716211772,0.0261476374642677
987,354,0.0582045379809273,0.0276610055490163
907,246,0.04044722130878,0.0254189787567961
447,165,0.0271292338046695,0.0125273247015302
1299,451,0.0741532390660967,0.036404910038675
396,157,0.0258138770141401,0.0110980326214898
877,268,0.0440644524827359,0.0245782187097136
1111,367,0.0603419927655377,0.0311361470769576
790,269,0.0442288720815521,0.0221400145731742
1479,554,0.0910884577441631,0.0414494703211703
1173,438,0.0720157842814863,0.0328737178409282
1029,366,0.0601775731667215,0.0288380696149319
1030,350,0.0575468595856626,0.0288660949498347
826,279,0.0458730680697139,0.0231489266296732
1412,454,0.0746464978625452,0.039571772882686
1132,349,0.0573824399868464,0.0317246791099154
522,159,0.0261427162117724,0.0146292248192366
630,237,0.0389674449194344,0.0176559609887338
531,133,0.0218678066425518,0.0148814528333614
1925,667,0.109667872410391,0.0539487696877978
1144,351,0.0577112791844788,0.0320609831287484
1481,520,0.085498191384413,0.0415055209909758
435,162,0.026635975008221,0.0121910206826972
984,303,0.0498191384413022,0.0275769295443081
567,159,0.0261427162117724,0.0158903648898604
380,123,0.02022361065439,0.0106496272630458
825,244,0.0401183821111476,0.0231209012947705
417,155,0.0254850378165077,0.0116865646544476
801,287,0.0471884248602433,0.0224482932571044
646,198,0.0325550805656034,0.0181043663471778
855,285,0.046859585662611,0.023961661341853
435,136,0.0223610654390003,0.0121910206826972
2736,780,0.12824728707662,0.0766773162939297
1481,414,0.0680697139098981,0.0415055209909758
327,137,0.0225254850378165,0.00916428451319993
494,179,0.029431108188096,0.0138445154419595
1231,341,0.056067083196317,0.0344991872652878
323,109,0.0179217362709635,0.00905218317358892
749,225,0.0369944097336403,0.0209909758421613
693,178,0.0292666885892798,0.0194215570876072
1339,354,0.0582045379809273,0.037525923434785
282,80,0.0131535679052943,0.00790314444257609
621,195,0.0320618217691549,0.017403732974609
732,259,0.0425846760933903,0.0205145451488145
901,260,0.0427490956922065,0.0252508267473796
482,150,0.0246629398224268,0.0135082114231265
652,213,0.0350213745478461,0.0182725183565944
651,166,0.0272936534034857,0.0182444930216916
999,286,0.0470240052614272,0.0279973095678493
907,306,0.0503123972377507,0.0254189787567961
828,230,0.0378165077277211,0.0232049772994787
763,254,0.0417625780993094,0.0213833305307998
935,349,0.0573824399868464,0.0262036881340732
1437,484,0.0795790858270306,0.0402724062552548
1516,482,0.0792502466293982,0.0424864077125722
597,185,0.0304176257809931,0.016731124936943
949,342,0.0562315027951332,0.0265960428227117
881,302,0.049654718842486,0.0246903200493246
1438,519,0.0853337717855968,0.0403004315901575
763,270,0.0443932916803683,0.0213833305307998
1297,355,0.0583689575797435,0.0363488593688695
545,211,0.0346925353502137,0.0152738075219999
1222,533,0.0876356461690233,0.034246959251163
808,219,0.0360078921407432,0.0226444706014237
329,109,0.0179217362709635,0.00922033518300544
299,109,0.0179217362709635,0.00837957513592287
579,202,0.0332127589608681,0.0162266689086935
137,50,0.00822097994080894,0.00383947088167704
229,93,0.0152910226899046,0.00641780169273023
1476,648,0.106543900032884,0.0413653943164621
429,154,0.0253206182176915,0.0120228686732806
849,255,0.0419269976981256,0.0237935093324365
946,331,0.0544228872081552,0.0265119668180035
571,191,0.0314041433738902,0.0160024662294714
1137,386,0.063465965143045,0.0318648057844291
378,135,0.0221966458401841,0.0105935765932403
853,272,0.0447221308780007,0.0239056106720475
764,282,0.0463663268661624,0.0214113558657026
928,261,0.0429135152910227,0.0260075107897539
406,133,0.0218678066425518,0.0113782859705173
824,280,0.0460374876685301,0.0230928759598677
835,259,0.0425846760933903,0.023401154643798
826,295,0.0485037816507728,0.0231489266296732
567,211,0.0346925353502137,0.0158903648898604
355,144,0.0236764222295298,0.00994899389047699
533,166,0.0272936534034857,0.0149375035031669
609,215,0.0353502137454785,0.017067428955776
576,236,0.0388030253206182,0.0161425929039852
594,286,0.0470240052614272,0.0166470489322347
870,377,0.0619861887536994,0.0243820413653943
1027,509,0.0836895757974351,0.0287820189451264
693,326,0.0536007892140743,0.0194215570876072
815,375,0.0616573495560671,0.022840647945743
2420,1146,0.188424860243341,0.0678213104646601
518,276,0.0453798092732654,0.0145171234796256
620,275,0.0452153896744492,0.0173757076397063
551,266,0.0437356132851036,0.0154419595314164
2556,924,0.151923709306149,0.0716327560114343
1498,696,0.114436040776061,0.0419819516843226
523,227,0.0373232489312726,0.0146572501541393
374,153,0.0251561986188754,0.0104814752536293
1004,371,0.0609996711608024,0.0281374362423631
769,334,0.0549161460046037,0.0215514825402164
940,423,0.0695494902992437,0.026343814808587
645,256,0.0420914172969418,0.0180763410122751
705,288,0.0473528444590595,0.0197578611064402
684,275,0.0452153896744492,0.0191693290734824
572,236,0.0388030253206182,0.0160304915643742
671,253,0.0415981585004933,0.0188049997197467
975,365,0.0600131535679053,0.0273247015301833
779,312,0.0512989148306478,0.0218317358892439
658,244,0.0401183821111476,0.0184406703660109
819,335,0.0550805656034199,0.022952749285354
412,168,0.0276224926011181,0.0115464379799339
835,369,0.06067083196317,0.023401154643798
722,306,0.0503123972377507,0.020234291799787
1085,487,0.0800723446234791,0.030407488369486
973,355,0.0583689575797435,0.0272686508603778
723,272,0.0447221308780007,0.0202623171346898
903,362,0.0595198947714568,0.0253068774171851
356,181,0.0297599473857284,0.00997701922537974
1005,462,0.0759618546530746,0.0281654615772658
1205,504,0.0828674778033542,0.0337705285578163
987,450,0.0739888194672805,0.0276610055490163
1031,448,0.0736599802696481,0.0288941202847374
894,404,0.0664255179217363,0.0250546494030604
823,377,0.0619861887536994,0.023064850624965
1232,621,0.102104570864847,0.0345272126001906
669,367,0.0603419927655377,0.0187489490499411
989,550,0.0904307793488984,0.0277170562188218
1058,464,0.076290693850707,0.0296508043271117
506,207,0.034034856954949,0.0141808194607926
489,218,0.035843472541927,0.0137043887674458
824,388,0.0637948043406774,0.0230928759598677
1034,475,0.078099309437685,0.0289781962894457
920,425,0.069878329496876,0.0257833081105319
841,380,0.062479447550148,0.0235693066532145
749,137,0.0225254850378165,0.0209909758421613
208,98,0.0161131206839855,0.00582926965977243
228,100,0.0164419598816179,0.00638977635782748
287,128,0.0210457086484709,0.00804327111708985
218,106,0.017428477474515,0.00610952300879996
854,355,0.0583689575797435,0.0239336360069503
1695,684,0.112463005590266,0.0475029426601648
403,172,0.0282801709963828,0.0112942099658091
288,131,0.0215389674449194,0.0080712964519926
963,521,0.0856626109832292,0.0269883975113503
1129,516,0.0848405129891483,0.0316406031052071
386,204,0.0335415981585005,0.0108177792724623
811,406,0.0667543571193686,0.0227285466061319
1293,675,0.110983229200921,0.0362367580292585
805,431,0.0708648470897731,0.0225603945967154
1372,876,0.144031568562973,0.0384507594865759
862,425,0.069878329496876,0.0241578386861723
1152,616,0.101282472870766,0.0322851858079704
483,249,0.0409404801052285,0.0135362367580293
1558,573,0.0942124301216705,0.0436634717784878
1798,769,0.126438671489642,0.0503895521551483
266,123,0.02022361065439,0.00745473908413206
2184,422,0.0693850707004275,0.0612073314276106
2016,477,0.0784281486353173,0.0564990751639482
1349,250,0.0411048997040447,0.0378061767838126
3337,350,0.0575468595856626,0.0935205425704837
1721,949,0.156034199276554,0.0482316013676363
1675,1000,0.164419598816179,0.0469424359621098
707,350,0.0575468595856626,0.0198139117762457
1424,694,0.114107201578428,0.039908076901519
393,189,0.0310753041762578,0.0110139566167816
828,339,0.0557382439986846,0.0232049772994787
571,292,0.0480105228543242,0.0160024662294714
1382,713,0.117231173955936,0.0387310128356034
792,321,0.0527786912199934,0.0221960652429797
815,372,0.0611640907596185,0.022840647945743
788,346,0.0568891811903979,0.0220839639033686
1145,430,0.0707004274909569,0.0320890084636511
1354,563,0.0925682341335087,0.0379463034583263
958,445,0.0731667214731996,0.0268482708368365
1361,608,0.0999671160802368,0.0381424808026456
1005,449,0.0738243998684643,0.0281654615772658
924,414,0.0680697139098981,0.0258954094501429
780,358,0.058862216376192,0.0218597612241466
1582,636,0.10457086484709,0.0443360798161538
1213,568,0.0933903321275896,0.0339947312370383
486,267,0.0439000328839198,0.0136203127627375
494,175,0.0287734297928313,0.0138445154419595
849,365,0.0600131535679053,0.0237935093324365
1127,548,0.090101940151266,0.0315845524354016
3276,1742,0.286418941137784,0.0918109971414158
1493,794,0.130549161460046,0.0418418250098089
1461,679,0.111640907596185,0.0409450142929208
1253,538,0.0884577441631042,0.0351157446331484
1656,459,0.0754685958566261,0.0464099545989575
514,202,0.0332127589608681,0.0144050221400146
719,295,0.0485037816507728,0.0201502157950788
878,449,0.0738243998684643,0.0246062440446163
517,214,0.0351857941466623,0.0144890981447228
1366,496,0.0815521210128247,0.0382826074771593
1316,590,0.0970075633015455,0.0368813407320217
1508,755,0.124136797106215,0.0422622050333501
1800,815,0.134001973035186,0.0504456028249538
719,326,0.0536007892140743,0.0201502157950788
675,255,0.0419269976981256,0.0189171010593577
875,363,0.0596843143702729,0.0245221680399081
152,77,0.0126603091088458,0.00425985090521832
843,319,0.0524498520223611,0.02362535732302
281,132,0.0217033870437356,0.00787511910767334
506,204,0.0335415981585005,0.0141808194607926
1054,466,0.0766195330483394,0.0295387029875007
1017,414,0.0680697139098981,0.0285017655960989
1623,765,0.125780993094377,0.0454851185471666
3100,2051,0.337224597171983,0.0868785381985315
947,361,0.0593554751726406,0.0265399921529062
808,315,0.0517921736270964,0.0226444706014237
1018,335,0.0550805656034199,0.0285297909310016
1001,352,0.057875698783295,0.0280533602376548
1005,369,0.06067083196317,0.0281654615772658
1192,383,0.0629727063465965,0.0334061992040805
585,227,0.0373232489312726,0.01639482091811
916,316,0.0519565932259125,0.0256712067709209
556,179,0.029431108188096,0.0155820862059302
1470,520,0.085498191384413,0.0411972423070456
1104,398,0.0654390003288392,0.0309399697326383
1242,518,0.0851693521867807,0.0348074659492181
805,321,0.0527786912199934,0.0225603945967154
378,162,0.026635975008221,0.0105935765932403
481,223,0.0366655705360079,0.0134801860882238
409,160,0.0263071358105886,0.0114623619752256
885,373,0.0613285103584347,0.0248024213889356
1468,567,0.0932259125287734,0.0411411916372401
482,215,0.0353502137454785,0.0135082114231265
825,264,0.0434067740874712,0.0231209012947705
429,158,0.0259782966129563,0.0120228686732806
528,208,0.0341992765537652,0.0147973768286531
496,216,0.0355146333442946,0.013900566111765
718,265,0.0435711936862874,0.020122190460176
630,265,0.0435711936862874,0.0176559609887338
723,286,0.0470240052614272,0.0202623171346898
959,486,0.0799079250246629,0.0268762961717393
3668,855,0.140578756987833,0.102796928423295
2037,355,0.0583689575797435,0.057087607196906
3741,1273,0.209306149292996,0.104842777871196
821,300,0.0493258796448537,0.0230087999551595
870,347,0.0570536007892141,0.0243820413653943
1901,966,0.158829332456429,0.0532761616501317
1243,663,0.109010194015127,0.0348354912841208
730,327,0.0537652088128905,0.020458494479009
793,299,0.0491614600460375,0.0222240905778824
1033,434,0.0713581058862216,0.0289501709545429
872,363,0.0596843143702729,0.0244380920351998
849,457,0.0751397566589938,0.0237935093324365
1121,518,0.0851693521867807,0.0314164004259851
872,445,0.0731667214731996,0.0244380920351998
637,297,0.0488326208484051,0.0178521383330531
663,340,0.0559026635975008,0.0185807970405246
411,172,0.0282801709963828,0.0115184126450311
915,413,0.0679052943110819,0.0256431814360182
921,477,0.0784281486353173,0.0258113334454347
585,266,0.0437356132851036,0.01639482091811
2086,1053,0.173133837553436,0.0584608486071409
1303,535,0.0879644853666557,0.036517011378286
374,176,0.0289378493916475,0.0104814752536293
979,472,0.0776060506412364,0.0274368028697943
827,446,0.0733311410720158,0.023176951964576
658,253,0.0415981585004933,0.0184406703660109
654,268,0.0440644524827359,0.0183285690263999
384,146,0.0240052614271621,0.0107617286026568
1499,797,0.131042420256495,0.0420099770192254
1128,522,0.0858270305820454,0.0316125777703044
1110,492,0.08089444261756,0.0311081217420548
1119,415,0.0682341335087142,0.0313603497561796
2930,1235,0.203058204537981,0.0821142312650636
897,390,0.0641236435383098,0.0251387254077686
7427,2718,0.446892469582374,0.20814416232274
2973,1312,0.215718513646827,0.083319320665882
1340,632,0.103913186451825,0.0375539487696878
2974,1484,0.243998684643209,0.0833473460007847
2690,1151,0.189246958237422,0.0753881508884031
583,326,0.0536007892140743,0.0163387702483045
5781,2007,0.329990134824071,0.16201446107281
1738,512,0.0841828345938836,0.0487080320609831
1478,529,0.0869779677737586,0.0414214449862676
746,270,0.0443932916803683,0.0209068998374531
1235,455,0.0748109174613614,0.0346112886048988
1411,484,0.0795790858270306,0.0395437475477832
1368,521,0.0856626109832292,0.0383386581469649
1048,367,0.0603419927655377,0.0293705509780842
1004,365,0.0600131535679053,0.0281374362423631
1086,367,0.0603419927655377,0.0304355137043888
922,350,0.0575468595856626,0.0258393587803374
1950,819,0.13465965143045,0.0546494030603666
1413,595,0.0978296612956264,0.0395997982175887
1444,568,0.0933903321275896,0.040468583599574
749,269,0.0442288720815521,0.0209909758421613
867,329,0.0540940480105229,0.0242979653606861
2723,1035,0.170174284774745,0.0763129869401939
731,263,0.0432423544886551,0.0204865198139118
781,301,0.0494902992436698,0.0218877865590494
1784,652,0.107201578428149,0.0499971974665097
1156,410,0.0674120355146333,0.0323972871475814
645,277,0.0455442288720816,0.0180763410122751
821,315,0.0517921736270964,0.0230087999551595
1912,770,0.126603091088458,0.053584440334062
1487,694,0.114107201578428,0.0416736730003924
1645,710,0.116737915159487,0.0461016759150272
2239,1051,0.172804998355804,0.0627487248472619
1021,552,0.0907596185465308,0.0286138669357099
1105,467,0.0767839526471555,0.0309679950675411
2999,1295,0.212923380466952,0.0840479793733535
740,284,0.0466951660637948,0.0207387478280365
629,244,0.0401183821111476,0.0176279356538311
314,205,0.0337060177573167,0.00879995515946416
1479,668,0.109832292009207,0.0414494703211703
1732,800,0.131535679052943,0.0485398800515666
1338,550,0.0904307793488984,0.0374978980998823
440,192,0.0315685629727063,0.0123311473572109
922,393,0.0646169023347583,0.0258393587803374
611,288,0.0473528444590595,0.0171234796255815
994,412,0.0677408747122657,0.0278571828933356
545,230,0.0378165077277211,0.0152738075219999
317,143,0.0235120026307136,0.00888403116417241
1573,736,0.121012824728708,0.044083851802029
925,435,0.0715225254850378,0.0259234347850457
768,385,0.0633015455442289,0.0215234572053136
620,292,0.0480105228543242,0.0173757076397063
425,207,0.034034856954949,0.0119107673336696
1003,305,0.0501479776389346,0.0281094109074603
519,135,0.0221966458401841,0.0145451488145283
481,198,0.0325550805656034,0.0134801860882238
1209,519,0.0853337717855968,0.0338826298974273
1398,525,0.0863202893784939,0.0391794181940474
158,58,0.00953633673133837,0.00442800291463483
1817,664,0.109174613613943,0.0509220335183005
766,289,0.0475172640578757,0.0214674065355081
